Source_File,Title,Authors,Research_Theme,Context,Intervention,Outcome
tan2007.md,Collaborative New Product Development Environments: Implications for Supply Chain Management,"Chong Leng Tan, Michael Tracey",Theme 6: Operational practices of managing external resources,In new product development (NPD) processes,building a collaborative NPD environment,leads to increased involvement of manufacturing in NPD
tan2007.md,Collaborative New Product Development Environments: Implications for Supply Chain Management,"Chong Leng Tan, Michael Tracey",Theme 3: Interorganizational relationships,In buyer-supplier relationships during NPD,building a collaborative NPD environment,leads to increased supplier involvement in NPD
tan2007.md,Collaborative New Product Development Environments: Implications for Supply Chain Management,"Chong Leng Tan, Michael Tracey",Theme 3: Interorganizational relationships,In customer-firm interactions during NPD,building a collaborative NPD environment,leads to increased customer involvement in NPD
tan2007.md,Collaborative New Product Development Environments: Implications for Supply Chain Management,"Chong Leng Tan, Michael Tracey",Theme 6: Operational practices of managing external resources,In integrated NPD settings,involving suppliers in the NPD project,improves product quality and reduces development costs
tan2007.md,Collaborative New Product Development Environments: Implications for Supply Chain Management,"Chong Leng Tan, Michael Tracey",Theme 6: Operational practices of managing external resources,In customer-centric NPD processes,involving customers in the NPD project,leads to enhanced customer satisfaction
rothaermel2001.md,RESEARCH NOTE INCUMBENT’S ADVANTAGE THROUGH EXPLOITING COMPLEMENTARY ASSETS VIA INTERFIRM COOPERATION,FRANK T. ROTHAERMEL,Theme 4: Strategic aspects of exploiting external resources,In the context of radical technological change,focusing on exploitation alliances with new entrants,leads to enhanced new product development
rothaermel2001.md,RESEARCH NOTE INCUMBENT’S ADVANTAGE THROUGH EXPLOITING COMPLEMENTARY ASSETS VIA INTERFIRM COOPERATION,FRANK T. ROTHAERMEL,Theme 6: Operational practices of managing external resources,In buyer-supplier relationships in the biopharmaceutical industry,increasing alliance intensity with providers of new technology,leads to diminishing marginal returns to new product development
rothaermel2001.md,RESEARCH NOTE INCUMBENT’S ADVANTAGE THROUGH EXPLOITING COMPLEMENTARY ASSETS VIA INTERFIRM COOPERATION,FRANK T. ROTHAERMEL,Theme 5: Open innovation and interorganizational learning,In the post-discontinuity phase of radical technological change,engaging in exploration alliances with new entrants,"improves new product development, though less effectively than exploitation"
rothaermel2001.md,RESEARCH NOTE INCUMBENT’S ADVANTAGE THROUGH EXPLOITING COMPLEMENTARY ASSETS VIA INTERFIRM COOPERATION,FRANK T. ROTHAERMEL,Theme 3: Interorganizational relationships,In interfirm cooperation between incumbents and new biotechnology firms,structuring alliances as exploitation-oriented rather than exploration-oriented,leads to superior performance compared to exploration-focused strategies
rothaermel2001.md,RESEARCH NOTE INCUMBENT’S ADVANTAGE THROUGH EXPLOITING COMPLEMENTARY ASSETS VIA INTERFIRM COOPERATION,FRANK T. ROTHAERMEL,Theme 4: Strategic aspects of exploiting external resources,In the context of radical technological change and industry transformation,using strategic alliances to access and commercialize external innovations,leads to enhanced firm performance
sampson2005.md,EXPERIENCE EFFECTS AND COLLABORATIVE RETURNS IN R&D ALLIANCES,RACHELLE C. SAMPSON,Theme 3: Interorganizational relationships,In R&D alliances,accumulating prior alliance experience,"leads to enhanced collaborative benefits, but with diminishing marginal returns"
sampson2005.md,EXPERIENCE EFFECTS AND COLLABORATIVE RETURNS IN R&D ALLIANCES,RACHELLE C. SAMPSON,Theme 3: Interorganizational relationships,In the context of high alliance uncertainty or complexity,leveraging prior alliance experience,leads to greater improvements in collaborative benefits compared to less uncertain alliances
sampson2005.md,EXPERIENCE EFFECTS AND COLLABORATIVE RETURNS IN R&D ALLIANCES,RACHELLE C. SAMPSON,Theme 3: Interorganizational relationships,When prior alliance experience is recent,drawing on recent alliance experience,"leads to significantly higher collaborative returns, whereas older experience loses its positive impact"
Palmatier-ComparativeLongitudinalAnalysis-2007.md,A Comparative Longitudinal Analysis of Theoretical Perspectives of Interorganizational Relationship Performance,"Robert W. Palmatier, Rajiv P. Dant, Dhruv Grewal",Theme 3: Interorganizational relationships,In interorganizational exchange relationships,building commitment and trust,"leads to enhanced financial performance, cooperation, and reduced conflict"
Palmatier-ComparativeLongitudinalAnalysis-2007.md,A Comparative Longitudinal Analysis of Theoretical Perspectives of Interorganizational Relationship Performance,"Robert W. Palmatier, Rajiv P. Dant, Dhruv Grewal",Theme 6: Operational practices of managing external resources,In the context of buyer-supplier relationships,making relationship-specific investments,"leads to increased sales growth, financial performance, and cooperation"
Palmatier-ComparativeLongitudinalAnalysis-2007.md,A Comparative Longitudinal Analysis of Theoretical Perspectives of Interorganizational Relationship Performance,"Robert W. Palmatier, Rajiv P. Dant, Dhruv Grewal",Theme 5: Open innovation and interorganizational learning,Under conditions of high environmental uncertainty,emphasizing relational governance,amplifies the positive impact on financial performance and cooperation
johnston2004.md,Effects of supplier trust on performance of cooperative supplier relationships,"David A. Johnston, David M. McCutcheon, F. Ian Stuart, Hazel Kerwood",Theme 3: Interorganizational relationships,In buyer-supplier relationships characterized by high cooperation,building supplier trust in the buyer,leads to enhanced relationship performance and buyer satisfaction
johnston2004.md,Effects of supplier trust on performance of cooperative supplier relationships,"David A. Johnston, David M. McCutcheon, F. Ian Stuart, Hazel Kerwood",Theme 3: Interorganizational relationships,In the context of mature buyer-supplier relationships,emphasizing dependability and benevolence in buyer behavior,increases levels of shared planning and flexible arrangements
johnston2004.md,Effects of supplier trust on performance of cooperative supplier relationships,"David A. Johnston, David M. McCutcheon, F. Ian Stuart, Hazel Kerwood",Theme 6: Operational practices of managing external resources,When managing cooperative supplier relationships,using shared planning with suppliers,leads to improved performance outcomes from the buyer’s perspective
johnston2004.md,Effects of supplier trust on performance of cooperative supplier relationships,"David A. Johnston, David M. McCutcheon, F. Ian Stuart, Hazel Kerwood",Theme 6: Operational practices of managing external resources,In the presence of unexpected changes or pressures,maintaining flexibility in agreements,increases buyer satisfaction and supports relationship continuity
petersen2004.md,"Supplier integration into new product development: coordinating product, process and supply chain design","Kenneth J. Petersen, Robert B. Handfield, Gary L. Ragatz",Theme 3: Interorganizational relationships,In buyer-supplier relationships during new product development,selecting the right supplier,leads to enhanced project team effectiveness
petersen2004.md,"Supplier integration into new product development: coordinating product, process and supply chain design","Kenneth J. Petersen, Robert B. Handfield, Gary L. Ragatz",Theme 3: Interorganizational relationships,In the context of high supplier responsibility (black box integration),involving suppliers in technical goal and target setting,leads to enhanced project team effectiveness
petersen2004.md,"Supplier integration into new product development: coordinating product, process and supply chain design","Kenneth J. Petersen, Robert B. Handfield, Gary L. Ragatz",Theme 3: Interorganizational relationships,In the context of low supplier responsibility (grey box integration),involving suppliers in business performance goal and target setting,leads to enhanced project team effectiveness
petersen2004.md,"Supplier integration into new product development: coordinating product, process and supply chain design","Kenneth J. Petersen, Robert B. Handfield, Gary L. Ragatz",Theme 6: Operational practices of managing external resources,When suppliers are integrated early in the new product development process,achieving high project team effectiveness,leads to improved design performance
petersen2004.md,"Supplier integration into new product development: coordinating product, process and supply chain design","Kenneth J. Petersen, Robert B. Handfield, Gary L. Ragatz",Theme 4: Strategic aspects of exploiting external resources,In the context of supplier integration into new product development,achieving high project team effectiveness,leads to improved financial performance and design performance
li2005.md,Development and validation of a measurement instrument for studying supply chain management practices,"Suhong Li, S. Subba Rao, T.S. Ragu-Nathan, Bhanu Ragu-Nathan",Theme 6: Operational practices of managing external resources,In buyer-supplier relationships,building strategic supplier partnerships,leads to enhanced performance
li2005.md,Development and validation of a measurement instrument for studying supply chain management practices,"Suhong Li, S. Subba Rao, T.S. Ragu-Nathan, Bhanu Ragu-Nathan",Theme 3: Interorganizational relationships,In customer relationship management,maintaining long-term customer relationships,increases customer satisfaction and responsiveness
li2005.md,Development and validation of a measurement instrument for studying supply chain management practices,"Suhong Li, S. Subba Rao, T.S. Ragu-Nathan, Bhanu Ragu-Nathan",Theme 5: Open innovation and interorganizational learning,Across the supply chain network,sharing critical information with supply chain partners,decreases delays and improves delivery dependability
li2005.md,Development and validation of a measurement instrument for studying supply chain management practices,"Suhong Li, S. Subba Rao, T.S. Ragu-Nathan, Bhanu Ragu-Nathan",Theme 5: Open innovation and interorganizational learning,In inter-firm information exchange,ensuring high information quality,supports better decision-making and reduces operational uncertainty
li2005.md,Development and validation of a measurement instrument for studying supply chain management practices,"Suhong Li, S. Subba Rao, T.S. Ragu-Nathan, Bhanu Ragu-Nathan",Theme 6: Operational practices of managing external resources,Within internal manufacturing systems,implementing internal lean practices,reduces costs and improves time to market
li2005.md,Development and validation of a measurement instrument for studying supply chain management practices,"Suhong Li, S. Subba Rao, T.S. Ragu-Nathan, Bhanu Ragu-Nathan",Theme 4: Strategic aspects of exploiting external resources,In product customization and distribution,adopting postponement strategies,increases flexibility and reduces inventory costs
Rowley-RedundantGovernanceStructures-2000.md,Redundant Governance Structures: An Analysis of Structural and Relational Embeddedness in the Steel and Semiconductor Industries,"Tim Rowley, Dean Behrens, David Krackhardt",Theme 3: Interorganizational relationships,In strategic alliance networks with high structural interconnectedness,maintaining strong ties with partners,leads to suboptimal performance due to overcommitment
Rowley-RedundantGovernanceStructures-2000.md,Redundant Governance Structures: An Analysis of Structural and Relational Embeddedness in the Steel and Semiconductor Industries,"Tim Rowley, Dean Behrens, David Krackhardt",Theme 5: Open innovation and interorganizational learning,In environments requiring high exploration due to technological uncertainty,increasing weak ties in the alliance network,leads to enhanced firm performance
Rowley-RedundantGovernanceStructures-2000.md,Redundant Governance Structures: An Analysis of Structural and Relational Embeddedness in the Steel and Semiconductor Industries,"Tim Rowley, Dean Behrens, David Krackhardt",Theme 5: Open innovation and interorganizational learning,In environments emphasizing exploitation of existing technologies,increasing strong ties in the alliance network,leads to enhanced firm performance
Rowley-RedundantGovernanceStructures-2000.md,Redundant Governance Structures: An Analysis of Structural and Relational Embeddedness in the Steel and Semiconductor Industries,"Tim Rowley, Dean Behrens, David Krackhardt",Theme 6: Operational practices of managing external resources,"In stable, low-uncertainty environments focused on cost efficiency",building dense ego networks among partners,leads to improved operational performance
Rowley-RedundantGovernanceStructures-2000.md,Redundant Governance Structures: An Analysis of Structural and Relational Embeddedness in the Steel and Semiconductor Industries,"Tim Rowley, Dean Behrens, David Krackhardt",Theme 6: Operational practices of managing external resources,"In highly uncertain, innovation-intensive environments",avoiding dense ego networks,decreases performance penalties associated with information redundancy
chen2004.md,"Strategic purchasing, supply management, and firm performance","Injazz J. Chen, Antony Paulraj, Augustine A. Lado",Theme 3: Interorganizational relationships,In buyer-supplier relationships,fostering close working relationships with a limited number of suppliers,leads to enhanced customer responsiveness
chen2004.md,"Strategic purchasing, supply management, and firm performance","Injazz J. Chen, Antony Paulraj, Augustine A. Lado",Theme 3: Interorganizational relationships,In buyer-supplier relationships,maintaining long-term relationship orientation,leads to enhanced customer responsiveness
chen2004.md,"Strategic purchasing, supply management, and firm performance","Injazz J. Chen, Antony Paulraj, Augustine A. Lado",Theme 3: Interorganizational relationships,In buyer-supplier relationships,promoting open and frequent communication,leads to enhanced customer responsiveness
chen2004.md,"Strategic purchasing, supply management, and firm performance","Injazz J. Chen, Antony Paulraj, Augustine A. Lado",Theme 6: Operational practices of managing external resources,In the context of strategic purchasing,aligning purchasing with strategic goals and cross-functional integration,leads to improved financial performance
chen2004.md,"Strategic purchasing, supply management, and firm performance","Injazz J. Chen, Antony Paulraj, Augustine A. Lado",Theme 5: Open innovation and interorganizational learning,In supply-chain partnerships,involving suppliers in product development and quality improvement,decreases costs and improves product quality
frohlich2001.md,Arcs of integration: an international study of supply chain strategies,"Markham T. Frohlich, Roy Westbrook",Theme 6: Operational practices of managing external resources,In the context of supply chain management in manufacturing,integrating both suppliers and customers extensively,leads to enhanced performance improvement
goodman2001.md,The Determinants of Commitment in the Distributor–Manufacturer Relationship,"Lester E. Goodman, Paul A. Dion",Theme 3: Interorganizational relationships,In distributor–manufacturer relationships,emphasizing product salability,leads to higher distributor commitment
goodman2001.md,The Determinants of Commitment in the Distributor–Manufacturer Relationship,"Lester E. Goodman, Paul A. Dion",Theme 3: Interorganizational relationships,In distributor–manufacturer relationships,building trust,increases distributor commitment
goodman2001.md,The Determinants of Commitment in the Distributor–Manufacturer Relationship,"Lester E. Goodman, Paul A. Dion",Theme 3: Interorganizational relationships,In distributor–manufacturer relationships,investing in idiosyncratic investments,enhances distributor commitment
goodman2001.md,The Determinants of Commitment in the Distributor–Manufacturer Relationship,"Lester E. Goodman, Paul A. Dion",Theme 6: Operational practices of managing external resources,In distributor–manufacturer relationships,improving communications,supports stronger distributor commitment
goodman2001.md,The Determinants of Commitment in the Distributor–Manufacturer Relationship,"Lester E. Goodman, Paul A. Dion",Theme 1: Decisions on governance mode and mechanism,In distributor–manufacturer relationships,using noncoercive power,promotes sustained distributor commitment
vonderembse1999.md,The Impact of Supplier Selection Criteria and Supplier Involvement on Manufacturing Performance,"Mark A. Vonderembse, Michael Tracey",Theme 6: Operational practices of managing external resources,In buyer-supplier relationships,using multidimensional supplier selection criteria,leads to enhanced supplier and manufacturing performance
vonderembse1999.md,The Impact of Supplier Selection Criteria and Supplier Involvement on Manufacturing Performance,"Mark A. Vonderembse, Michael Tracey",Theme 3: Interorganizational relationships,In the context of product development and continuous improvement,involving suppliers in design and improvement teams,increases supplier performance and reduces operational disruptions
vonderembse1999.md,The Impact of Supplier Selection Criteria and Supplier Involvement on Manufacturing Performance,"Mark A. Vonderembse, Michael Tracey",Theme 6: Operational practices of managing external resources,When firms rely heavily on external suppliers for components,emphasizing product quality and performance in supplier selection,leads to improved incoming quality and on-time delivery
vonderembse1999.md,The Impact of Supplier Selection Criteria and Supplier Involvement on Manufacturing Performance,"Mark A. Vonderembse, Michael Tracey",Theme 3: Interorganizational relationships,In long-term strategic supplier relationships,building strategic alliances through joint improvement programs,supports superior manufacturing performance and customer value
saxton1997.md,The Effects of Partner and Relationship Characteristics on Alliance Outcomes,Todd Saxton,Theme 3: Interorganizational relationships,In buyer-supplier alliances,maintaining a prior relationship,leads to higher initial satisfaction
saxton1997.md,The Effects of Partner and Relationship Characteristics on Alliance Outcomes,Todd Saxton,Theme 3: Interorganizational relationships,In the context of strategic alliances,emphasizing shared decision making,leads to enhanced alliance performance
saxton1997.md,The Effects of Partner and Relationship Characteristics on Alliance Outcomes,Todd Saxton,Theme 4: Strategic aspects of exploiting external resources,When selecting alliance partners,choosing partners with high reputation,leads to enhanced alliance performance
saxton1997.md,The Effects of Partner and Relationship Characteristics on Alliance Outcomes,Todd Saxton,Theme 5: Open innovation and interorganizational learning,In alliances involving knowledge transfer,aligning partners with strategic similarities,leads to enhanced alliance performance
rothaermel2004.md,EXPLORATION AND EXPLOITATION ALLIANCES IN BIOTECHNOLOGY: A SYSTEM OF NEW PRODUCT DEVELOPMENT,"Frank T. Rothaermel, David L. Deeds",Theme 5: Open innovation and interorganizational learning,In the context of new product development in high-technology ventures,forming exploration alliances,leads to increased products in development
rothaermel2004.md,EXPLORATION AND EXPLOITATION ALLIANCES IN BIOTECHNOLOGY: A SYSTEM OF NEW PRODUCT DEVELOPMENT,"Frank T. Rothaermel, David L. Deeds",Theme 5: Open innovation and interorganizational learning,In the context of having products in development,forming exploitation alliances,leads to increased exploitation alliances
rothaermel2004.md,EXPLORATION AND EXPLOITATION ALLIANCES IN BIOTECHNOLOGY: A SYSTEM OF NEW PRODUCT DEVELOPMENT,"Frank T. Rothaermel, David L. Deeds",Theme 6: Operational practices of managing external resources,In the context of commercializing new products,engaging in exploitation alliances,leads to increased products on the market
rothaermel2004.md,EXPLORATION AND EXPLOITATION ALLIANCES IN BIOTECHNOLOGY: A SYSTEM OF NEW PRODUCT DEVELOPMENT,"Frank T. Rothaermel, David L. Deeds",Theme 1: Decisions on governance mode and mechanism,In the context of growing firm size and resource accumulation,increasing reliance on internal resources,decreases dependence on both exploration and exploitation alliances
yan2012.md,Franchisor–franchisee supply chain cooperation: Sharing of demand forecast information in high-tech industries,"Ruiliang Yan, Kai-Yu Wang",Theme 3: Interorganizational relationships,In franchisor-franchisee relationships in high-tech industries,sharing demand forecast information,leads to enhanced performance for both parties
yan2012.md,Franchisor–franchisee supply chain cooperation: Sharing of demand forecast information in high-tech industries,"Ruiliang Yan, Kai-Yu Wang",Theme 1: Decisions on governance mode and mechanism,When the franchisor's royalty fee is zero,choosing to share demand forecast information,becomes imperative for the franchisor to improve decision-making
yan2012.md,Franchisor–franchisee supply chain cooperation: Sharing of demand forecast information in high-tech industries,"Ruiliang Yan, Kai-Yu Wang",Theme 6: Operational practices of managing external resources,Under conditions of market demand uncertainty,using a Bayesian forecasting model to integrate shared information,reduces inventory disposal and shortage costs
yan2012.md,Franchisor–franchisee supply chain cooperation: Sharing of demand forecast information in high-tech industries,"Ruiliang Yan, Kai-Yu Wang",Theme 4: Strategic aspects of exploiting external resources,,adopting a profit sharing mechanism with the franchisee,motivates information sharing and leads to optimal profits for both parties
hult2000.md,Leadership and Relationship Commitment: A Focus on the Supplier–Buyer–User Linkage,"G. Tomas M. Hult, O.C. Ferrell, Robert F. Hurley, Larry C. Giunipero",Theme 3: Interorganizational relationships,In buyer-supplier and buyer-user relationships,emphasizing transformational leadership,leads to enhanced relationship commitment
hult2000.md,Leadership and Relationship Commitment: A Focus on the Supplier–Buyer–User Linkage,"G. Tomas M. Hult, O.C. Ferrell, Robert F. Hurley, Larry C. Giunipero",Theme 3: Interorganizational relationships,In the context of internal and external supply chain dyads,adopting transactional leadership,does not significantly increase relationship commitment
bustinza2010.md,OUTSOURCING AS SEEN FROM THE PERSPECTIVE OF KNOWLEDGE MANAGEMENT,"Oscar F. Bustinza, Luis M. Molina, Leopoldo J. Gutierrez-Gutierrez",Theme 6: Operational practices of managing external resources,In the context of outsourcing service activities,maintaining high-quality knowledge about the outsourced activity,leads to enhanced outsourcing benefits
bustinza2010.md,OUTSOURCING AS SEEN FROM THE PERSPECTIVE OF KNOWLEDGE MANAGEMENT,"Oscar F. Bustinza, Luis M. Molina, Leopoldo J. Gutierrez-Gutierrez",Theme 6: Operational practices of managing external resources,In the context of outsourcing activities requiring tacit knowledge,assessing the degree of tacitness of knowledge,decreases outsourcing benefits when knowledge is highly tacit
bustinza2010.md,OUTSOURCING AS SEEN FROM THE PERSPECTIVE OF KNOWLEDGE MANAGEMENT,"Oscar F. Bustinza, Luis M. Molina, Leopoldo J. Gutierrez-Gutierrez",Theme 5: Open innovation and interorganizational learning,In buyer-supplier outsourcing relationships,building organizational learning capability,leads to enhanced outsourcing benefits
bustinza2010.md,OUTSOURCING AS SEEN FROM THE PERSPECTIVE OF KNOWLEDGE MANAGEMENT,"Oscar F. Bustinza, Luis M. Molina, Leopoldo J. Gutierrez-Gutierrez",Theme 3: Interorganizational relationships,In repeated or long-term outsourcing relationships,developing collaborative know-how,leads to enhanced outsourcing benefits
liu2012.md,How does justice matter in achieving buyer–supplier relationship performance?,"Yi Liu, Ying Huang, Yadong Luo, Yang Zhao",Theme 3: Interorganizational relationships,In buyer-supplier relationships,emphasizing mutual perceptions of distributive justice,leads to enhanced coupling behaviors such as knowledge sharing and relationship investment
liu2012.md,How does justice matter in achieving buyer–supplier relationship performance?,"Yi Liu, Ying Huang, Yadong Luo, Yang Zhao",Theme 3: Interorganizational relationships,In buyer-supplier relationships,emphasizing mutual perceptions of procedural justice,"leads to stronger coupling behaviors, particularly knowledge sharing and relationship investment"
liu2012.md,How does justice matter in achieving buyer–supplier relationship performance?,"Yi Liu, Ying Huang, Yadong Luo, Yang Zhao",Theme 3: Interorganizational relationships,In buyer-supplier relationships,emphasizing mutual perceptions of interpersonal justice,promotes continuous commitment and relationship investment
liu2012.md,How does justice matter in achieving buyer–supplier relationship performance?,"Yi Liu, Ying Huang, Yadong Luo, Yang Zhao",Theme 3: Interorganizational relationships,In buyer-supplier relationships,emphasizing mutual perceptions of informational justice,leads to the strongest indirect effect on relationship performance via increased commitment and knowledge sharing
liu2012.md,How does justice matter in achieving buyer–supplier relationship performance?,"Yi Liu, Ying Huang, Yadong Luo, Yang Zhao",Theme 6: Operational practices of managing external resources,In buyer-supplier relationships,"building mutual coupling behaviors (knowledge sharing, continuous commitment, relationship investment)",leads to improved dyadic relationship performance
luo2007.md,"THE INDEPENDENT AND INTERACTIVE ROLES OF PROCEDURAL, DISTRIBUTIVE, AND INTERACTIONAL JUSTICE IN STRATEGIC ALLIANCES",YADONG LUO,Theme 3: Interorganizational relationships,In strategic alliances,emphasizing distributive justice,leads to enhanced alliance performance
luo2007.md,"THE INDEPENDENT AND INTERACTIVE ROLES OF PROCEDURAL, DISTRIBUTIVE, AND INTERACTIONAL JUSTICE IN STRATEGIC ALLIANCES",YADONG LUO,Theme 3: Interorganizational relationships,In strategic alliances,emphasizing procedural justice,leads to enhanced alliance performance
luo2007.md,"THE INDEPENDENT AND INTERACTIVE ROLES OF PROCEDURAL, DISTRIBUTIVE, AND INTERACTIONAL JUSTICE IN STRATEGIC ALLIANCES",YADONG LUO,Theme 3: Interorganizational relationships,In strategic alliances,emphasizing interactional justice,leads to enhanced alliance performance
luo2007.md,"THE INDEPENDENT AND INTERACTIVE ROLES OF PROCEDURAL, DISTRIBUTIVE, AND INTERACTIONAL JUSTICE IN STRATEGIC ALLIANCES",YADONG LUO,Theme 3: Interorganizational relationships,When goal differences between alliance parties are high,combining procedural and distributive justice,leads to enhanced alliance performance
luo2007.md,"THE INDEPENDENT AND INTERACTIVE ROLES OF PROCEDURAL, DISTRIBUTIVE, AND INTERACTIONAL JUSTICE IN STRATEGIC ALLIANCES",YADONG LUO,Theme 3: Interorganizational relationships,When interactional justice is high,maintaining procedural justice,strengthens the positive effect on alliance performance
baxter2012.md,How can business buyers attract sellers' resources? Empirical evidence for preferred customer treatment from suppliers,Roger Baxter,Theme 3: Interorganizational relationships,In buyer-supplier relationships,emphasizing customer financial attractiveness,leads to enhanced preferred customer treatment
baxter2012.md,How can business buyers attract sellers' resources? Empirical evidence for preferred customer treatment from suppliers,Roger Baxter,Theme 3: Interorganizational relationships,In buyer-supplier relationships,increasing supplier commitment,leads to higher levels of resource allocation
baxter2012.md,How can business buyers attract sellers' resources? Empirical evidence for preferred customer treatment from suppliers,Roger Baxter,Theme 6: Operational practices of managing external resources,When seeking preferential resource inputs from suppliers,maintaining high financial performance of the relationship,decreases delays and increases innovation support
choi2008.md,STRUCTURAL EMBEDDEDNESS AND SUPPLIER MANAGEMENT: A NETWORK PERSPECTIVE,"Thomas Y. Choi, Yusoon Kim",Theme 3: Interorganizational relationships,In buyer-supplier relationships,understanding the supplier's structural embeddedness,leads to enhanced operational and financial performance
choi2008.md,STRUCTURAL EMBEDDEDNESS AND SUPPLIER MANAGEMENT: A NETWORK PERSPECTIVE,"Thomas Y. Choi, Yusoon Kim",Theme 2: Network formation and relationship initiation,When selecting or retaining suppliers,maintaining relationships with poorly performing suppliers who are structurally embedded in innovative networks,leads to improved innovation and long-term strategic advantage
choi2008.md,STRUCTURAL EMBEDDEDNESS AND SUPPLIER MANAGEMENT: A NETWORK PERSPECTIVE,"Thomas Y. Choi, Yusoon Kim",Theme 6: Operational practices of managing external resources,In the context of dual sourcing or complex supply networks,scanning and monitoring suppliers' extended networks,improves supplier management effectiveness and reduces operational risks
coviello2012.md,Creating Major Innovations with Customers: Insights from Small and Young Technology Firms,"Nicole E. Coviello, Richard M. Joseph",Theme 6: Operational practices of managing external resources,In the context of major innovation development by small and young technology firms,employing an iterative and overlapping NPD process with extensive customer involvement,leads to enhanced innovation performance
coviello2012.md,Creating Major Innovations with Customers: Insights from Small and Young Technology Firms,"Nicole E. Coviello, Richard M. Joseph",Theme 5: Open innovation and interorganizational learning,During opportunity recognition for major innovation,cocreating opportunities with customers as sources of latent needs and requesters,leads to higher likelihood of innovation success
coviello2012.md,Creating Major Innovations with Customers: Insights from Small and Young Technology Firms,"Nicole E. Coviello, Richard M. Joseph",Theme 4: Strategic aspects of exploiting external resources,At the beginning of NPD for major innovation,generating customer-based funding through early sales to development and early buyers,decreases financial risk and increases chances of successful innovation
coviello2012.md,Creating Major Innovations with Customers: Insights from Small and Young Technology Firms,"Nicole E. Coviello, Richard M. Joseph",Theme 3: Interorganizational relationships,During development and testing of major innovation,involving customers as technical advisors and codevelopers,improves product relevance and accelerates development
coviello2012.md,Creating Major Innovations with Customers: Insights from Small and Young Technology Firms,"Nicole E. Coviello, Richard M. Joseph",Theme 6: Operational practices of managing external resources,In wider commercialization of major innovation,using customers as approvers and promoters,enhances market adoption and commercial success
coviello2012.md,Creating Major Innovations with Customers: Insights from Small and Young Technology Firms,"Nicole E. Coviello, Richard M. Joseph",Theme 5: Open innovation and interorganizational learning,Throughout the NPD process for major innovation,seeking ongoing feedback from customers as sounding boards and critics,supports adaptive refinement of the innovation and increases success probability
coviello2012.md,Creating Major Innovations with Customers: Insights from Small and Young Technology Firms,"Nicole E. Coviello, Richard M. Joseph",Theme 2: Network formation and relationship initiation,When selecting customers for major innovation development,"choosing customers who are lead users, technically eager, or willing to commit financial resources early",increases the likelihood of successful major innovation
coviello2012.md,Creating Major Innovations with Customers: Insights from Small and Young Technology Firms,"Nicole E. Coviello, Richard M. Joseph",Theme 3: Interorganizational relationships,In managing customer relationships during NPD for major innovation,mobilizing a portfolio of tightly and loosely coupled customer relationships,leads to more robust innovation outcomes
coviello2012.md,Creating Major Innovations with Customers: Insights from Small and Young Technology Firms,"Nicole E. Coviello, Richard M. Joseph",Theme 4: Strategic aspects of exploiting external resources,In new product development under high uncertainty,leveraging learning agility,supports successful major innovation
coviello2012.md,Creating Major Innovations with Customers: Insights from Small and Young Technology Firms,"Nicole E. Coviello, Richard M. Joseph",Theme 1: Decisions on governance mode and mechanism,During NPD for major innovation under uncertainty,using mindful trial and error,increases the probability of successful innovation
mahapatra2012.md,A contingent theory of supplier management initiatives: Effects of competitive intensity and product life cycle,"Santosh K. Mahapatra, Ajay Das, Ram Narasimhan",Theme 6: Operational practices of managing external resources,In the context of high competitive intensity and product maturity,emphasizing relational orientation,leads to enhanced supplier development investments and superior supplier capability
mahapatra2012.md,A contingent theory of supplier management initiatives: Effects of competitive intensity and product life cycle,"Santosh K. Mahapatra, Ajay Das, Ram Narasimhan",Theme 6: Operational practices of managing external resources,In buyer-supplier relationships during the maturity stage of the product life cycle,integrating relational orientation with supplier development investments,"leads to improved supplier capabilities in innovation, flexibility, and complex manufacturing"
mahapatra2012.md,A contingent theory of supplier management initiatives: Effects of competitive intensity and product life cycle,"Santosh K. Mahapatra, Ajay Das, Ram Narasimhan",Theme 1: Decisions on governance mode and mechanism,In the context of increasing competitive intensity across product life cycle stages,choosing relational governance over transactional approaches,supports sustained supplier capability development despite diminishing returns
villena2010.md,The dark side of buyer–supplier relationships: A social capital perspective,"Verónica H. Villena, Elena Revilla, Thomas Y. Choi",Theme 3: Interorganizational relationships,In buyer-supplier relationships,building cognitive social capital,"leads to enhanced performance up to a threshold, beyond which performance declines"
villena2010.md,The dark side of buyer–supplier relationships: A social capital perspective,"Verónica H. Villena, Elena Revilla, Thomas Y. Choi",Theme 3: Interorganizational relationships,In buyer-supplier relationships,building relational social capital,"leads to enhanced performance up to a threshold, beyond which performance declines"
villena2010.md,The dark side of buyer–supplier relationships: A social capital perspective,"Verónica H. Villena, Elena Revilla, Thomas Y. Choi",Theme 3: Interorganizational relationships,In buyer-supplier relationships,building structural social capital,"leads to enhanced performance up to a threshold, beyond which performance declines"
villena2010.md,The dark side of buyer–supplier relationships: A social capital perspective,"Verónica H. Villena, Elena Revilla, Thomas Y. Choi",Theme 3: Interorganizational relationships,When pursuing strategic versus operational benefits in buyer-supplier relationships,accumulating social capital,delays the decline in performance compared to operational benefits
